0,-2888253,1,-1.4,0,0
0,-116794,-2,-1.39,0,0
0,-825331,-2,-1.38,-1,0
0,3614975,0,-1.37,1,0
0,234566,0,-1.37,1,1
0,1217393,0,-1.34,-1,0
0,444152,-1,-1.34,1,1
0,218328,0,-1.34,0,0
0,376850,-1,-1.34,-1,1
0,-140594,0,-1.32,1,0
0,797931,1,-1.31,0,1
0,-3265382,0,-1.31,0,0
0,-271138,-2,-1.31,1,1
0,-1067944,0,-1.3,0,1
0,397170,2,-1.3,2,1
0,-587534,1,-1.28,0,1
0,-724905,-2,-1.28,1,1
0,-1028798,-1,-1.28,0,1
0,681786,0,-1.28,1,0
0,804970,0,-1.27,2,1
0,804172,0,-1.27,2,1
0,803011,0,-1.27,1,1
0,670561,0,-1.25,-1,0
0,-58436,1,-1.25,1,0
0,1422406,1,-1.25,-1,0
0,-1340141,0,-1.25,0,1
0,1258664,0,-1.24,-1,1
0,1093060,0,-1.24,0,0
0,-120342,-1,-1.24,-1,0
0,1481407,-1,-1.22,-1,0
0,-230004,0,-1.21,0,1
0,479228,0,-1.21,1,1
0,3024510,-2,-1.21,0,0
0,182344,0,-1.2,1,1
0,804725,0,-1.2,-1,1
0,-344902,-1,-1.19,0,0
0,-345060,-1,-1.19,-1,0
0,201940,0,-1.19,-2,1
0,-193099,0,-1.18,2,0
0,683007,-2,-1.17,0,1
0,375800,2,-1.15,2,1
0,-487,0,-1.15,-1,0
0,259943,0,-1.15,0,1
0,-1084283,-1,-1.14,1,0
0,-210579,0,-1.14,-1,0
0,-699252,4,-1.13,0,0
0,-3098584,0,-1.13,0,0
0,-423606,0,-1.13,1,0
0,746847,0,-1.12,-1,1
0,-24000,-1,-1.12,-1,1
0,427943,-4,-1.11,0,0
0,780121,-2,-1.1,0,0
0,-701966,-2,-1.1,1,0
0,170874,0,-1.1,1,0
0,779379,-2,-1.1,0,0
0,-1948539,2,-1.1,0,0
0,-51298,1,-1.08,0,1
0,2058890,0,-1.08,0,1
0,932144,0,-1.07,3,1
0,29855,3,-1.06,3,1
0,31374,1,-1.06,3,1
0,-820230,0,-1.06,0,0
0,693926,-2,-1.05,1,1
0,-922868,0,-1.05,0,0
0,604666,1,-1.03,0,1
0,-1886065,0,-1.03,0,0
0,-879970,0,-1.02,0,1
0,1653474,2,-1.01,0,1
0,291568,3,-0.99,3,1
0,290370,3,-0.99,3,1
0,-1260474,3,-0.99,1,1
0,-1029984,-1,-0.99,-1,0
0,-1142342,-1,-0.98,-1,0
0,1599072,-2,-0.98,1,0
0,296443,0,-0.98,0,1
0,134922,0,-0.97,-2,1
0,8331,0,-0.96,0,1
0,-778451,0,-0.95,1,0
0,140493,0,-0.94,-1,0
0,910605,1,-0.94,-1,0
0,1492911,1,-0.94,-1,0
0,1603879,0,-0.94,0,0
0,-164716,1,-0.93,-1,0
0,-927105,-1,-0.93,-2,1
0,24645,-1,-0.92,-1,0
0,-324241,1,-0.92,1,0
0,120530,1,-0.92,0,1
0,-143209,0,-0.91,1,0
0,260635,0,-0.91,0,0
0,-1304628,2,-0.91,-1,0
0,201783,0,-0.91,-2,1
0,3312077,1,-0.9,-1,0
0,413716,0,-0.9,3,1
0,-365971,2,-0.85,1,0
0,-636997,2,-0.85,1,0
0,-1205757,1,-0.84,1,1
0,-517414,0,-0.83,-1,0
0,-1228914,0,-0.83,-2,1
0,112439,-1,-0.82,1,0
0,-86723,-2,-0.82,-1,0
0,-521217,-1,-0.81,-2,0
0,-755726,0,-0.81,1,0
0,1947942,0,-0.79,-1,0
0,84068,-1,-0.79,0,0
0,350577,-2,-0.79,-1,1
0,394984,0,-0.79,0,1
0,245214,0,-0.79,-1,1
0,-1019944,-2,-0.78,-1,1
0,471068,0,-0.78,0,1
0,513448,0,-0.77,0,0
0,352333,1,-0.77,-1,0
0,122473,0,-0.77,0,0
0,-998377,0,-0.76,-1,1
0,1195565,-1,-0.76,2,0
0,-79627,2,-0.76,1,0
0,1805214,0,-0.76,1,0
0,266205,0,-0.75,0,0
0,1126887,0,-0.74,0,1
0,1125867,0,-0.74,-1,1
0,230072,-1,-0.74,-2,1
0,1183346,0,-0.74,0,0
0,716941,1,-0.73,0,1
0,-498141,-3,-0.72,0,0
0,378552,3,-0.71,0,1
0,1225640,-1,-0.7,1,1
0,5476835,0,-0.7,0,0
0,-2299753,0,-0.69,0,1
0,926014,1,-0.69,-1,1
0,-325860,1,-0.69,0,0
0,1004204,-1,-0.69,-1,1
0,-293488,-1,-0.67,-1,0
0,166625,0,-0.65,0,1
0,985618,0,-0.64,-1,0
0,-874286,-1,-0.64,-1,0
0,-1016038,0,-0.64,1,1
0,-346044,-1,-0.64,-2,0
0,-1973328,0,-0.63,0,0
0,846597,-1,-0.62,0,1
0,330003,0,-0.62,-1,1
0,-2775140,0,-0.61,2,1
0,105041,0,-0.61,2,1
0,-2300914,0,-0.6,1,1
0,293848,-3,-0.59,-1,1
0,508710,1,-0.59,0,0
0,162064,1,-0.59,-1,1
0,-422326,3,-0.59,-3,1
0,-1325863,1,-0.59,-1,1
0,-194038,-1,-0.59,0,0
0,-481369,0,-0.57,-2,1
0,-1043706,0,-0.57,1,1
0,1192627,4,-0.57,-1,1
0,-25898,1,-0.56,2,0
0,-734623,0,-0.56,0,0
0,672572,-3,-0.55,1,0
0,-834612,-2,-0.54,-2,0
0,-833385,-2,-0.54,-2,0
0,-833208,-2,-0.54,-2,0
0,153042,0,-0.54,1,1
0,-2259938,2,-0.54,1,1
0,-1543191,0,-0.52,-1,1
0,120177,0,-0.52,0,0
0,-54186,0,-0.52,0,1
0,-2560079,-1,-0.51,1,0
0,-278160,-1,-0.51,-1,1
0,261372,1,-0.51,0,1
0,-596144,0,-0.5,0,1
0,87429,0,-0.5,-1,1
0,267247,1,-0.49,0,1
0,286473,3,-0.49,0,0
0,247218,-1,-0.49,0,0
0,267962,0,-0.49,0,1
0,255881,1,-0.49,1,0
0,-1246785,-2,-0.48,0,0
0,299424,1,-0.48,-1,0
0,155939,-2,-0.48,0,0
0,-602620,0,-0.48,0,1
0,403189,1,-0.47,0,1
0,546896,1,-0.46,-1,0
0,-260105,-4,-0.46,1,1
0,-343652,2,-0.46,1,1
0,549950,1,-0.46,-1,0
0,1996377,0,-0.46,2,0
0,17999,-2,-0.45,-1,0
0,-162445,0,-0.45,0,1
0,548658,-1,-0.44,0,1
0,-375062,0,-0.43,-1,1
0,923796,-2,-0.42,0,1
0,-2300768,0,-0.41,1,1
0,-775104,0,-0.41,-1,0
0,18134,-2,-0.41,-2,0
0,-996255,2,-0.41,-2,0
0,-531551,0,-0.4,1,1
0,-161945,0,-0.4,0,1
0,-496304,0,-0.39,0,0
0,-633032,0,-0.38,1,1
0,-653849,-2,-0.37,1,1
0,-1017350,0,-0.36,1,0
0,837701,2,-0.36,0,1
0,-261751,0,-0.35,0,0
0,-214863,-2,-0.34,2,1
0,578061,-1,-0.34,0,0
0,-1019582,1,-0.34,-1,0
0,510829,0,-0.33,0,0
0,1491413,0,-0.33,0,1
0,3046620,0,-0.33,-1,1
0,145040,-1,-0.32,-2,0
0,-140935,1,-0.31,2,1
0,-159971,0,-0.3,2,0
0,-349583,1,-0.3,1,0
0,846113,0,-0.29,-1,1
0,954527,0,-0.29,1,1
0,-476164,-1,-0.28,0,1
0,765074,0,-0.28,1,0
0,908966,1,-0.27,-1,0
0,1000801,1,-0.26,-2,1
0,510652,0,-0.26,0,0
0,-260274,2,-0.26,0,0
0,509425,0,-0.25,0,0
0,-1168332,0,-0.24,1,1
0,-159702,2,-0.24,1,1
0,-245320,1,-0.23,-1,1
0,188454,-2,-0.23,0,0
0,2189254,0,-0.23,-1,1
0,232879,0,-0.22,-1,0
0,835284,0,-0.22,-1,0
0,-42464,0,-0.22,1,1
0,514822,0,-0.22,2,0
0,-8431,2,-0.22,1,0
0,1365403,0,-0.21,2,1
0,-168598,-1,-0.21,0,1
0,2029524,3,-0.2,0,1
0,-1116194,0,-0.2,-1,0
0,977847,0,-0.2,2,0
0,-310847,0,-0.2,0,0
0,-1020775,-1,-0.2,0,0
0,-246778,0,-0.19,0,0
0,-170562,-1,-0.19,-1,0
0,-467428,0,-0.19,0,1
0,-3958850,-1,-0.18,1,0
0,-411581,-2,-0.18,-3,0
0,10193,-3,-0.18,0,0
0,-187214,-1,-0.18,0,0
0,433702,-1,-0.17,-2,0
0,578885,-1,-0.16,-2,1
0,-1384444,1,-0.16,0,1
0,-606843,-2,-0.16,2,1
0,-1757112,-1,-0.14,1,0
0,46942,0,-0.14,0,1
0,2440501,-1,-0.12,0,1
0,1275880,0,-0.12,1,1
0,-501293,0,-0.1,2,0
0,976396,-1,-0.08,1,1
0,-549892,1,-0.08,-2,0
0,335336,-1,-0.06,0,0
0,-276950,-3,-0.05,-1,0
0,-275189,-3,-0.05,0,0
0,-275966,-3,-0.05,-1,0
0,-350695,0,-0.04,1,0
0,139334,-1,-0.03,-1,0
0,349460,1,-0.03,1,0
0,-475292,0,-0.03,-1,0
0,1200595,0,-0.01,1,0
0,-412875,1,-0.01,0,1
0,-502221,-3,0,-1,1
0,-619717,0,0,-2,1
0,1538969,0,0,-1,1
0,-161156,0,0,-2,1
0,520965,-1,0.01,0,0
0,-1726780,-1,0.03,-2,1
0,-452807,1,0.03,1,1
0,-451442,1,0.04,2,1
0,-111879,0,0.04,1,0
0,-377082,-2,0.04,0,0
0,-42790,-3,0.04,1,1
0,505983,2,0.05,-1,0
0,-856004,-1,0.05,0,1
0,-57754,2,0.05,0,0
0,-1285793,0,0.06,-1,0
0,1243416,0,0.07,0,0
0,825244,0,0.1,1,1
0,13703,-1,0.13,0,0
0,-1662202,0,0.14,1,0
0,-2124810,0,0.14,0,0
0,311647,0,0.15,-1,1
0,-7512,-1,0.16,1,0
0,-1471971,-1,0.16,-1,0
0,790710,-1,0.16,0,1
0,-346626,0,0.17,0,1
0,-279138,2,0.17,-2,0
0,188695,0,0.17,1,0
0,-903405,1,0.17,1,1
0,-856109,-1,0.17,-2,0
0,667602,1,0.18,0,0
0,-1381383,0,0.18,1,1
0,-239193,1,0.2,-1,0
0,490530,2,0.2,-2,0
0,-290152,-1,0.2,1,1
0,-1141393,-1,0.21,-1,0
0,-1139370,-1,0.21,0,0
0,534060,-2,0.22,2,0
0,-3763861,2,0.22,0,0
0,338921,-1,0.22,-1,1
0,-2413421,-3,0.23,1,0
0,-960619,0,0.23,0,0
0,441531,1,0.25,-1,1
0,4042,-1,0.26,-1,1
0,-283769,0,0.26,1,1
0,2815,-1,0.26,-1,1
0,-79,-1,0.26,-2,1
0,576864,1,0.27,1,0
0,-86167,0,0.27,0,1
0,-798971,1,0.28,1,0
0,417420,1,0.29,0,0
0,-1359622,0,0.29,-1,1
0,353675,0,0.3,0,0
0,803012,1,0.3,-3,1
0,-2878766,1,0.31,0,1
0,-377943,0,0.31,0,0
0,-949916,-1,0.32,0,1
0,-801236,0,0.34,2,1
0,617068,1,0.34,1,1
0,1634095,-2,0.34,0,1
0,-3206569,-1,0.34,0,1
0,509970,-1,0.35,1,1
0,1621954,0,0.35,1,1
0,-1011949,0,0.35,1,1
0,130411,-1,0.36,0,0
0,-2712528,0,0.37,0,1
0,-1185764,0,0.37,0,0
0,-2112200,-1,0.39,2,0
0,-463042,1,0.39,3,1
0,547078,3,0.4,3,1
0,169065,-1,0.41,1,1
0,-453838,3,0.41,-2,1
0,-730464,0,0.42,-1,0
0,3159942,-1,0.42,-2,0
0,-2781074,0,0.43,0,0
0,760393,-2,0.43,0,1
0,-1392891,0,0.43,1,0
0,69726,1,0.44,-1,0
0,2892301,-1,0.44,-3,1
0,-162168,1,0.44,-1,1
0,1363056,1,0.45,0,1
0,69589,1,0.45,0,0
0,-525723,-1,0.45,1,1
0,-1001611,1,0.46,0,1
0,-64995,0,0.46,0,0
0,268442,-1,0.47,-1,1
0,-192779,0,0.49,1,0
0,482247,0,0.49,1,0
0,314503,-2,0.51,1,1
0,-1593440,-1,0.51,-1,1
0,-1727444,-1,0.52,-1,0
0,142219,0,0.52,0,0
0,229353,0,0.52,-1,0
0,1001095,2,0.53,0,0
0,1002114,2,0.53,0,0
0,-56697,-3,0.55,-4,0
0,-1241436,0,0.55,0,0
0,69403,1,0.56,0,0
0,112069,0,0.56,0,1
0,-162673,2,0.56,0,0
0,-271214,-2,0.57,1,0
0,-234344,0,0.57,-1,1
0,-252807,0,0.58,0,1
0,-128609,1,0.58,0,0
0,681881,0,0.59,2,1
0,-696411,0,0.59,0,0
0,-1691036,-2,0.59,0,0
0,102599,2,0.6,-1,0
0,-87780,-1,0.6,-1,0
0,609634,-2,0.6,0,0
0,-355889,0,0.61,1,0
0,372737,0,0.61,1,1
0,190933,-2,0.62,2,0
0,-2112912,4,0.62,1,0
0,-1753787,-1,0.62,0,0
0,-90647,0,0.62,0,0
0,-1053867,2,0.63,0,0
0,-704397,1,0.63,1,0
0,-391617,0,0.63,1,1
0,1663113,1,0.64,3,1
0,-579967,0,0.64,0,0
0,987584,0,0.64,-1,0
0,-3095541,-1,0.65,0,0
0,-505856,1,0.65,1,1
0,-1895784,0,0.65,-2,1
0,1835662,0,0.66,-1,0
0,-781371,0,0.66,0,0
0,-440024,-3,0.67,0,0
0,-1159482,1,0.68,1,1
0,-112830,3,0.68,0,0
0,379846,0,0.69,-1,1
0,-104560,2,0.7,1,0
0,-37726,0,0.7,-1,1
0,-2575835,0,0.7,1,1
0,-948246,-3,0.71,1,0
0,-194149,0,0.72,0,1
0,-372608,0,0.72,-1,0
0,-311692,0,0.72,-2,0
0,-1720678,-3,0.73,0,0
0,-1158692,1,0.73,1,1
0,331690,0,0.73,-2,1
0,-1163353,1,0.73,-1,1
0,-1137239,-1,0.75,-1,0
0,-412294,0,0.76,1,0
0,-1273452,-3,0.76,3,0
0,-1070388,0,0.77,0,1
0,-345880,0,0.78,1,0
0,-379200,0,0.79,0,1
0,-271064,-2,0.8,1,0
0,-238403,1,0.8,-1,1
0,797937,0,0.82,0,1
0,208382,-2,0.83,0,0
0,-430899,0,0.84,0,0
0,-450174,0,0.84,-1,0
0,2312383,1,0.88,-1,1
0,1817172,0,0.88,0,1
0,-783120,-1,0.88,0,0
0,343423,2,0.88,-1,1
0,-435391,0,0.89,1,0
0,212623,0,0.9,0,0
0,-57581,1,0.91,1,0
0,183579,0,0.91,0,0
0,-57381,1,0.91,0,0
0,-281184,1,0.91,-2,1
0,-150349,-1,0.92,1,0
0,598403,2,0.93,0,1
0,-625425,-1,0.93,2,1
0,1521818,-1,0.93,1,0
0,1024476,-3,0.93,1,0
0,-1459655,0,0.93,-1,0
0,-184181,0,0.95,1,1
0,-1096417,0,0.95,1,0
0,-159871,-3,0.96,0,1
0,-1013798,2,0.96,-2,0
0,851815,-1,0.96,1,0
0,801786,-1,0.96,1,1
0,881250,-2,0.98,0,0
0,1466314,-1,0.98,0,0
0,237665,-2,0.98,1,0
0,-48641,-1,0.99,-1,0
0,-238213,0,0.99,-1,1
0,123804,0,1,2,1
0,597015,2,1.01,0,1
0,-250769,-2,1.02,-1,1
0,1000669,2,1.03,0,0
0,2384573,-2,1.03,1,1
0,476685,2,1.04,1,1
0,-186861,1,1.04,-2,1
0,398520,0,1.05,0,1
0,-1669665,0,1.06,0,1
0,-1759969,0,1.06,3,1
0,-84750,-1,1.08,0,1
0,745094,0,1.08,1,0
0,595939,2,1.09,0,1
0,-68071,1,1.09,1,0
0,595936,0,1.1,0,1
0,184561,1,1.11,-2,0
0,246132,0,1.12,0,0
0,2105857,0,1.12,-2,0
0,-726010,-1,1.13,0,1
0,-7141,2,1.13,0,1
0,229368,2,1.14,0,0
0,496165,2,1.14,-1,0
0,-835110,0,1.14,0,1
0,-29474,0,1.14,1,0
0,1359910,1,1.14,2,0
0,-632491,-2,1.15,0,1
0,594914,2,1.15,0,1
0,-1022328,0,1.16,-1,0
0,-1700971,-1,1.16,0,0
0,-1207449,0,1.16,-1,0
0,-3976719,1,1.16,0,1
0,-1335690,0,1.17,0,0
0,1295147,1,1.17,1,1
0,-568419,0,1.19,1,0
0,-574222,-1,1.22,2,1
0,120805,0,1.22,0,1
0,52659,1,1.23,-1,1
0,324556,-1,1.23,1,0
0,-395553,0,1.23,0,0
0,-741594,0,1.24,2,1
0,-491087,0,1.24,0,0
0,172373,0,1.25,1,1
0,-1363666,-2,1.25,-1,0
0,-2102947,1,1.26,-2,0
0,-637591,0,1.26,-1,0
0,67545,0,1.26,-1,0
0,-1288148,3,1.26,-1,0
0,249472,-1,1.27,1,0
0,-226954,1,1.29,0,1
0,115986,-1,1.29,0,0
0,1381136,0,1.3,0,1
0,-553932,1,1.3,-1,0
0,2022839,0,1.31,1,1
0,481171,0,1.31,1,1
0,2309419,0,1.31,1,1
0,-597116,0,1.32,-1,0
0,-119693,-1,1.32,0,0
0,-897980,1,1.33,1,0
0,35938,0,1.33,0,1
0,-291652,0,1.34,1,1
0,-333017,1,1.37,0,0
0,1945910,0,1.37,-3,1
0,-318113,0,1.37,1,1
0,814853,0,1.38,0,0
0,-1544609,2,1.38,0,0
0,690328,2,1.39,-1,1
0,1539273,1,1.39,0,1
0,164749,0,1.39,0,0
0,281694,0,1.4,2,1
0,690613,2,1.4,0,1
0,-422956,2,1.41,1,0
0,-6931,0,1.41,0,0
0,3281813,-2,1.42,1,0
0,3282813,1,1.42,1,0
0,3284142,-2,1.42,1,0
0,-708073,0,1.43,-2,0
0,-2335916,-1,1.44,-1,1
0,-800945,-2,1.44,0,0
0,1493056,0,1.45,0,0
0,-1754230,1,1.45,-2,0
0,-1587305,-1,1.45,1,1
0,1502656,2,1.45,-1,1
0,-445413,-1,1.45,1,1
0,-318216,0,1.46,1,1
0,427317,2,1.46,-1,0
0,83193,0,1.48,0,0
0,-489245,0,1.48,1,0
0,907146,0,1.49,0,0
0,-93090,1,1.5,0,1
0,733998,3,1.51,0,1
0,732801,0,1.51,-1,0
0,-642657,0,1.52,1,0
0,-305083,0,1.54,0,1
0,2940237,2,1.55,-1,1
0,2940996,2,1.55,-1,1
0,-821449,-1,1.56,0,1
0,617679,-1,1.56,-1,1
0,-337649,2,1.56,1,1
0,1100756,0,1.57,-1,1
0,386161,2,1.58,-1,0
0,-301129,0,1.58,1,1
0,30280,-1,1.6,0,1
0,-1164775,0,1.61,-1,1
0,-434476,1,1.62,0,0
0,-843697,0,1.62,0,0
0,-407701,1,1.63,1,0
0,-5820,0,1.63,-1,0
0,-244687,0,1.64,0,0
0,-505065,-2,1.65,-1,0
0,-661880,0,1.65,1,1
0,1754852,1,1.68,0,1
0,-1530288,-1,1.68,1,0
0,46418,3,1.69,1,0
0,-348611,-1,1.7,-1,0
0,275881,-2,1.7,0,1
0,480775,0,1.7,2,1
0,189544,-1,1.71,1,1
0,2938970,2,1.72,-1,1
0,-1021921,0,1.72,0,1
0,-2027485,0,1.72,2,1
0,-358087,0,1.73,-1,0
0,-34177,0,1.73,0,0
0,305630,-2,1.74,-1,1
0,1115471,1,1.75,0,1
0,1328915,2,1.76,0,1
0,-50200,0,1.77,0,1
0,2181816,-2,1.78,1,1
0,-336542,1,1.79,1,1
0,316733,2,1.79,0,0
0,1097311,4,1.79,-1,0
0,-872338,0,1.81,0,0
0,-64910,1,1.81,1,1
0,-521524,1,1.82,1,0
0,-26493,-2,1.82,0,0
0,370506,2,1.82,-2,1
0,844604,-2,1.83,-1,0
0,-461464,4,1.84,1,0
0,362258,0,1.86,-1,1
0,-202310,1,1.86,0,0
0,-283405,1,1.87,1,1
0,1178689,2,1.89,-1,1
0,-55408,2,1.89,0,0
0,-1032494,1,1.91,2,1
0,-11433,0,1.91,1,1
0,361409,-1,1.91,1,1
0,-11294,-1,1.91,0,1
0,362210,-1,1.91,0,1
0,-87556,-1,1.92,2,1
0,457455,-1,1.92,-2,1
0,-985680,-3,1.92,2,1
0,126943,0,1.92,0,1
0,-53248,-1,1.93,2,1
0,1216054,-2,1.93,-3,0
0,2790698,3,1.93,-1,0
0,-244095,-1,1.94,-2,1
0,-571596,0,1.97,-2,0
0,260501,3,1.97,2,1
0,-759008,3,1.98,1,1
0,772927,1,1.98,-1,1
0,-4765,-2,1.99,1,1
0,56385,0,1.99,-1,0
0,1176247,-1,2,-1,0
0,125828,-2,2.01,1,1
0,-251752,0,2.01,-1,1
0,-521867,1,2.02,0,1
0,43265,0,2.04,2,1
0,2719407,-1,2.04,1,1
0,-901150,-3,2.04,-1,0
0,-501082,2,2.04,1,1
0,155862,1,2.05,1,0
0,-524554,-2,2.05,1,1
0,-2992605,0,2.06,1,1
0,833702,0,2.07,1,1
0,-146901,0,2.08,1,0
0,-1968442,-2,2.08,0,0
0,-1526712,0,2.09,-2,0
0,-255168,0,2.09,0,0
0,-3820876,0,2.1,0,1
0,-11658,-1,2.13,1,1
0,-464717,0,2.13,0,1
0,-820564,2,2.13,0,0
0,1847133,0,2.15,0,1
0,480183,0,2.15,-1,1
0,-3263384,0,2.16,2,1
0,612853,0,2.17,0,0
0,11307,2,2.17,0,1
0,-74511,2,2.2,0,1
0,1000134,0,2.21,0,0
0,467639,-1,2.22,0,0
0,-124974,-1,2.23,1,1
0,397815,2,2.23,-1,0
0,237829,-3,2.24,0,1
0,-104783,1,2.24,0,0
0,390427,-2,2.24,1,1
0,-1001738,-1,2.26,0,1
0,-204384,0,2.26,0,0
0,54237,-2,2.26,0,0
0,566255,0,2.27,-1,0
0,54721,-2,2.27,2,1
0,-494606,-1,2.27,0,0
0,-740414,1,2.31,0,0
0,-109511,-3,2.32,2,0
0,-109040,0,2.32,2,0
0,-45069,0,2.32,0,1
0,-287236,0,2.32,0,0
0,-252906,-1,2.34,0,1
0,985457,1,2.35,1,1
0,732757,3,2.36,0,1
0,-1687961,-2,2.37,-1,1
0,-1356213,1,2.4,0,0
0,-1371123,0,2.4,0,1
0,-598656,0,2.4,0,0
0,-2635485,0,2.41,-1,1
0,450911,0,2.43,1,1
0,844419,-1,2.44,0,1
0,844287,-1,2.44,0,1
0,844483,-1,2.44,-1,1
0,342163,-1,2.48,1,1
0,1129547,-1,2.48,0,1
0,-26247,0,2.48,0,1
0,-783511,1,2.5,0,1
0,-1089890,0,2.5,0,1
0,11557,0,2.51,-1,1
0,471493,0,2.51,-2,0
0,-510380,2,2.51,-1,0
0,566691,-1,2.52,-1,0
0,-426692,0,2.52,0,1
0,-153609,-1,2.53,0,1
0,-1717196,-2,2.54,-1,0
0,1633515,0,2.56,0,0
0,-489273,0,2.57,-1,0
0,-278731,2,2.58,-1,0
0,1185373,-1,2.59,-1,1
0,-1303541,1,2.62,0,1
0,1750432,-1,2.63,0,0
0,351282,0,2.63,-1,1
0,-952569,1,2.64,-1,1
0,212610,4,2.65,1,0
0,-589325,2,2.66,1,0
0,71228,-1,2.67,-1,0
0,380169,-2,2.68,-2,0
0,433676,0,2.69,-1,0
0,729883,1,2.69,0,0
0,102229,0,2.69,3,1
0,-683342,1,2.7,-1,1
0,-50915,-1,2.72,0,0
0,-53175,1,2.74,-1,0
0,-3658871,-1,2.74,-1,0
0,249785,1,2.75,-1,0
0,-1358848,2,2.75,-1,1
0,-308749,-1,2.75,-1,1
0,794378,3,2.76,1,0
0,-609107,0,2.77,-1,1
0,690204,0,2.79,0,1
0,-345247,-2,2.79,0,1
0,-862808,-1,2.8,0,0
0,2440969,-3,2.83,-1,1
0,205088,0,2.84,-1,0
0,-61641,-1,2.84,-2,0
0,106593,-2,2.85,0,0
0,-1763380,0,2.86,-2,1
0,-745785,0,2.86,1,0
0,-3489574,-1,2.86,-1,1
0,-1763530,0,2.86,0,1
0,-1046880,1,2.87,0,0
0,-771595,0,2.87,1,0
0,3300913,2,2.87,1,0
0,1664107,0,2.87,1,1
0,222683,-1,2.9,1,0
0,2978153,1,2.9,0,1
0,-1434007,0,2.9,0,0
0,-630836,0,2.91,-1,0
0,195785,1,2.94,0,0
0,-877534,0,2.94,0,1
0,-2257994,-3,2.96,1,1
0,-373814,0,2.96,0,1
0,-373558,0,2.96,0,1
0,-94739,0,2.97,1,0
0,-94637,0,2.97,1,0
0,-1216123,1,2.98,1,1
0,-1216279,1,2.98,1,1
0,196686,0,2.99,4,1
0,47145,0,3.01,0,1
0,-331750,0,3.01,0,0
0,-842582,0,3.03,-1,0
0,74753,0,3.04,-1,1
0,1043632,0,3.04,-1,1
0,-92303,-1,3.04,1,0
0,-315871,0,3.05,0,0
0,343225,0,3.06,0,0
0,1042605,0,3.06,-2,1
0,-1042034,-1,3.08,-1,0
0,287015,0,3.09,1,0
0,-511073,0,3.09,0,1
0,2038928,-1,3.09,0,0
0,-1989352,2,3.09,0,0
0,-843476,-1,3.1,0,0
0,-842299,-1,3.1,0,0
0,-736120,0,3.1,1,1
0,-1271084,-1,3.1,0,0
0,-866096,-1,3.1,2,0
0,640752,0,3.1,0,1
0,200124,0,3.15,-1,0
0,-178869,-4,3.15,0,0
0,-1022774,0,3.18,1,1
0,719508,1,3.19,3,0
0,320954,3,3.2,2,0
0,321799,1,3.2,1,1
0,570705,0,3.22,0,0
0,170146,-2,3.24,0,1
0,147130,0,3.24,-1,0
0,-474373,-2,3.24,0,1
0,22957,0,3.25,0,0
0,34200,2,3.26,-1,1
0,351652,-1,3.26,1,1
0,-161974,-1,3.29,-2,1
0,248217,0,3.29,2,0
0,-16519,-1,3.29,0,0
0,30300,-2,3.31,0,1
0,-1503762,1,3.31,3,1
0,21501,-1,3.32,0,1
0,863953,0,3.34,-1,0
0,-1093354,1,3.34,1,1
0,1326642,1,3.36,1,1
0,1326388,1,3.36,-1,1
0,1327408,2,3.36,-1,1
0,719971,1,3.36,4,0
0,2775570,0,3.37,-2,1
0,322261,1,3.37,1,1
0,-842447,-1,3.37,2,0
0,-449324,1,3.38,1,1
0,2738452,0,3.38,-2,0
0,345541,0,3.38,0,1
0,-1236254,-1,3.39,0,0
0,152718,0,3.4,0,1
0,167135,-2,3.4,0,0
0,-1684242,0,3.41,1,0
0,-316206,-1,3.47,-1,1
0,-70092,1,3.47,0,0
0,-1185739,-1,3.48,-1,0
0,737018,0,3.5,1,1
0,31400,0,3.52,-3,0
0,538514,-1,3.52,1,0
0,610705,-2,3.52,-1,0
0,-91946,-1,3.53,0,1
0,2575895,0,3.57,-1,0
0,-593500,0,3.57,0,1
0,320834,1,3.58,1,1
0,-673753,-1,3.58,0,0
0,-1166789,0,3.59,1,0
0,-1699462,-2,3.64,0,0
0,853430,-2,3.64,-1,1
0,853262,-2,3.64,-1,1
0,609678,-2,3.65,0,0
0,627362,1,3.65,0,1
0,-519688,-2,3.69,1,0
0,-327178,-2,3.72,-3,1
0,242830,0,3.73,0,0
0,128656,0,3.73,0,0
0,3659963,4,3.74,0,1
0,-1226888,-1,3.76,-2,0
0,439870,1,3.81,0,0
0,46963,1,3.82,0,0
0,-586037,-2,3.89,2,0
0,-699342,-1,3.89,0,0
0,527848,0,3.91,0,1
0,142278,-1,3.92,1,0
0,864870,0,3.93,0,1
0,-1147013,0,3.93,0,0
0,-2039261,0,3.95,-1,0
0,-2056055,0,3.96,0,1
0,-1545741,-1,3.97,0,1
0,238691,1,3.97,-1,1
0,269346,2,3.98,0,1
0,-967564,1,4.01,-1,0
0,1627043,0,4.02,-2,0
0,844108,1,4.04,3,1
0,912737,-1,4.04,-1,0
0,-332691,0,4.08,-1,0
0,-68350,2,4.09,-2,1
0,-1927629,-1,4.11,-1,1
0,778030,0,4.11,0,0
0,2010829,-1,4.12,0,1
0,-144494,-2,4.13,1,0
0,513679,0,4.13,-1,1
0,291781,-2,4.15,1,1
0,105068,1,4.15,0,0
0,529926,2,4.16,0,0
0,-1593647,0,4.16,0,0
0,1876186,-3,4.16,0,1
0,371423,2,4.17,0,0
0,-1432821,1,4.19,-1,1
0,178730,0,4.19,0,0
